signal_ratio,seed,nbin,sigma_avg_SR,sigma_avg_bg4b_SR,sigma_avg_CR,sigma_avg_bg4b_CR,initialize_with_fvt,rejected_SR,rejected_bg4b_SR,rejected_CR,rejected_bg4b_CR
0.01,41,10,3.1657348,3.6574752,1.2034035,2.1096327,True,True,True,False,True
0.01,41,20,2.4633777,2.703232,1.1744256,1.6175145,True,True,True,False,False
0.01,41,30,2.1495512,2.3469625,1.3726583,1.5941827,True,True,True,False,False
0.01,41,50,1.8745117,2.0142806,1.386194,1.5327295,True,False,True,False,False
0.01,41,100,1.7416791,1.8192545,1.4538537,1.5273414,True,False,False,False,False
0.01,41,200,1.5487427,1.5868502,1.4727132,1.5021209,True,False,False,False,False
0.02,41,10,3.1841323,2.6378765,3.3270128,4.52108,True,True,True,True,True
0.02,41,20,2.5957403,2.4449992,2.4797168,3.2763197,True,True,True,True,True
0.02,41,30,2.1690638,1.9692469,2.1962051,2.774396,True,True,True,True,True
0.02,41,50,1.8752762,1.7752587,1.9520437,2.353922,True,False,False,False,True
0.02,41,100,1.7912174,1.7177061,1.8001459,2.0123255,True,False,False,False,True
0.02,41,200,1.6811038,1.6441299,1.6579143,1.7829981,True,False,False,False,False
0.0,42,10,3.5046172,3.5046172,2.6128147,2.6128147,True,True,True,True,True
0.0,42,20,2.816471,2.816471,2.0090785,2.0090785,True,True,True,True,True
0.0,42,30,2.624713,2.624713,1.8037488,1.8037488,True,True,True,False,False
0.0,42,50,2.2610393,2.2610393,1.6758701,1.6758701,True,True,True,False,False
0.0,42,100,1.8264312,1.8264312,1.4803282,1.4803282,True,False,False,False,False
0.0,42,200,1.6600304,1.6600304,1.4460307,1.4460307,True,False,False,False,False
0.01,42,10,4.5236597,3.1588564,1.696292,1.1172456,True,True,True,False,False
0.01,42,20,3.3418753,2.3774793,1.497898,1.1758019,True,True,True,False,False
0.01,42,30,2.8103795,2.053366,1.6450518,1.4112101,True,True,True,False,False
0.01,42,50,2.5100994,2.0105908,1.4226743,1.2645062,True,True,True,False,False
0.01,42,100,2.0200226,1.7238177,1.4887127,1.4046974,True,True,False,False,False
0.01,42,200,1.8049482,1.6424891,1.4303784,1.3803557,True,False,False,False,False
0.02,42,10,7.716848,1.3861734,2.094201,2.0221686,True,True,False,True,True
0.02,42,20,5.5231996,1.2668697,1.829803,1.7864472,True,True,False,False,False
0.02,42,30,4.5360937,1.2275017,1.6366713,1.6050797,True,True,False,False,False
0.02,42,50,3.767848,1.4514092,1.6785152,1.6659704,True,True,False,False,False
0.02,42,100,2.815482,1.3158938,1.6083444,1.602519,True,True,False,False,False
0.02,42,200,2.1817489,1.2157825,1.5037723,1.4994304,True,True,False,False,False
0.0,43,10,1.6761912,1.6761912,1.4544351,1.4544351,True,False,False,False,False
0.0,43,20,1.5559003,1.5559003,1.6852683,1.6852683,True,False,False,False,False
0.0,43,30,1.7717133,1.7717133,1.6894232,1.6894232,True,False,False,False,False
0.0,43,50,1.6368076,1.6368076,1.4832975,1.4832975,True,False,False,False,False
0.0,43,100,1.3771003,1.3771003,1.4481363,1.4481363,True,False,False,False,False
0.0,43,200,1.4569641,1.4569641,1.3594807,1.3594807,True,False,False,False,False
0.01,43,10,2.5364175,1.7760262,1.5293511,1.1336268,True,True,False,False,False
0.01,43,20,2.0113025,1.6012986,1.202305,0.93251085,True,True,False,False,False
0.01,43,30,1.7711641,1.4633236,1.3496839,1.29454,True,False,False,False,False
0.01,43,50,1.552915,1.3249701,1.4113518,1.3414602,True,False,False,False,False
0.01,43,100,1.5859365,1.4762274,1.3834198,1.371648,True,False,False,False,False
0.01,43,200,1.6491525,1.5994618,1.5533317,1.5456078,True,False,False,False,False
0.02,43,10,1.5963033,1.7207626,2.8458323,2.3965175,True,False,False,True,True
0.02,43,20,1.8543282,1.9551033,2.166044,1.8695799,True,False,False,True,False
0.02,43,30,1.5930506,1.6331915,1.9602706,1.8076694,True,False,False,True,False
0.02,43,50,1.5179671,1.5489669,1.7155579,1.6011373,True,False,False,False,False
0.02,43,100,1.5396026,1.5564481,1.5923352,1.5370315,True,False,False,False,False
0.02,43,200,1.5150027,1.519108,1.4887984,1.4450966,True,False,False,False,False
0.0,44,10,2.7057524,2.7057524,1.6341833,1.6341833,True,True,True,False,False
0.0,44,20,2.1482756,2.1482756,1.4794209,1.4794209,True,True,True,False,False
0.0,44,30,1.9170413,1.9170413,1.4689126,1.4689126,True,False,False,False,False
0.0,44,50,1.7626054,1.7626054,1.520454,1.520454,True,False,False,False,False
0.0,44,100,1.6489294,1.6489294,1.5048158,1.5048158,True,False,False,False,False
0.0,44,200,1.4696268,1.4696268,1.4539728,1.4539728,True,False,False,False,False
0.01,44,10,2.6899796,1.8259982,2.1462662,2.2920542,True,True,False,True,True
0.01,44,20,2.1122954,1.724568,2.1549804,2.2437067,True,True,False,True,True
0.01,44,30,2.020698,1.7434008,1.7656051,1.8321133,True,True,False,False,False
0.01,44,50,1.7833056,1.6080834,1.7540287,1.8021849,True,False,False,False,False
0.01,44,100,1.5876235,1.4874197,1.6970937,1.7117687,True,False,False,False,False
0.01,44,200,1.573056,1.5124007,1.7080214,1.7116859,True,False,False,False,False
0.02,44,10,6.2296076,2.0610762,2.7751176,2.5642412,True,True,True,True,True
0.02,44,20,4.662531,2.2212305,2.298134,2.175263,True,True,True,True,True
0.02,44,30,3.7734883,1.7655696,2.0517104,1.9631168,True,True,False,True,True
0.02,44,50,3.0168068,1.578904,1.8042995,1.7462612,True,True,False,False,False
0.02,44,100,2.3754644,1.5169048,1.5767752,1.5457143,True,True,False,False,False
0.02,44,200,1.9899739,1.4490725,1.4463402,1.4308637,True,True,False,False,False
0.0,45,10,2.311563,2.311563,1.834387,1.834387,True,True,True,False,False
0.0,45,20,2.0027134,2.0027134,1.687354,1.687354,True,True,True,False,False
0.0,45,30,1.8293928,1.8293928,1.7383896,1.7383896,True,False,False,False,False
0.0,45,50,1.8015747,1.8015747,1.5947716,1.5947716,True,False,False,False,False
0.0,45,100,1.7943772,1.7943772,1.4283714,1.4283714,True,False,False,False,False
0.0,45,200,1.6369808,1.6369808,1.4510316,1.4510316,True,False,False,False,False
0.01,45,10,3.0515037,3.9650214,2.1838636,2.4370801,True,True,True,True,True
0.01,45,20,2.466269,2.9893649,1.9005857,2.0853202,True,True,True,False,True
0.01,45,30,2.2679398,2.6533456,2.0400767,2.1491864,True,True,True,True,True
0.01,45,50,1.9865516,2.2391274,1.7694042,1.841165,True,True,True,False,False
0.01,45,100,1.834357,1.9688958,1.696458,1.7375327,True,False,True,False,False
0.01,45,200,1.6613342,1.7297884,1.5562916,1.5783721,True,False,False,False,False
0.02,45,10,7.1178746,1.5426662,1.9226519,1.6973761,True,True,False,False,False
0.02,45,20,5.161951,1.2259511,1.478899,1.3436658,True,True,False,False,False
0.02,45,30,4.315443,1.5172018,1.6857712,1.6359541,True,True,False,False,False
0.02,45,50,3.3744435,1.2672485,1.5470251,1.5013115,True,True,False,False,False
0.02,45,100,2.6931014,1.4595526,1.4775058,1.4458805,True,True,False,False,False
0.02,45,200,2.1393287,1.3712422,1.6428525,1.6256324,True,True,False,False,False
0.0,46,10,2.6169262,2.6169262,4.314867,4.314867,True,True,True,True,True
0.0,46,20,1.9836788,1.9836788,3.2040772,3.2040772,True,True,True,True,True
0.0,46,30,2.006087,2.006087,2.7615933,2.7615933,True,True,True,True,True
0.0,46,50,1.8065165,1.8065165,2.4442334,2.4442334,True,False,False,True,True
0.0,46,100,1.6871775,1.6871775,1.9627997,1.9627997,True,False,False,True,True
0.0,46,200,1.5381887,1.5381887,1.6974666,1.6974666,True,False,False,False,False
0.01,46,10,2.36117,1.8306605,2.0028656,2.4804215,True,True,False,True,True
0.01,46,20,2.0797424,1.7702833,1.7563077,2.0376122,True,True,False,False,True
0.01,46,30,1.801493,1.581943,1.6201254,1.8214238,True,False,False,False,False
0.01,46,50,1.8165278,1.7180663,1.7499216,1.8673106,True,False,False,False,False
0.01,46,100,1.6098146,1.5535324,1.595485,1.666867,True,False,False,False,False
0.01,46,200,1.5392509,1.5144894,1.5457593,1.5807354,True,False,False,False,False
0.02,46,10,6.931096,4.11456,2.5299206,3.0331287,True,True,True,True,True
0.02,46,20,4.814615,3.1432188,2.0349417,2.3570514,True,True,True,True,True
0.02,46,30,3.9729633,2.717612,2.0630777,2.2760406,True,True,True,True,True
0.02,46,50,3.1692996,2.2517183,1.7336252,1.8887852,True,True,True,False,False
0.02,46,100,2.5395472,1.9326737,1.7569407,1.8328636,True,True,False,False,False
0.02,46,200,2.0954993,1.6810491,1.6675882,1.7072369,True,True,False,False,False
0.0,47,10,2.9974966,2.9974966,1.2905313,1.2905313,True,True,True,False,False
0.0,47,20,2.172676,2.172676,1.3189605,1.3189605,True,True,True,False,False
0.0,47,30,1.847615,1.847615,1.5452621,1.5452621,True,False,False,False,False
0.0,47,50,1.6941391,1.6941391,1.1457328,1.1457328,True,False,False,False,False
0.0,47,100,1.388881,1.388881,1.4727194,1.4727194,True,False,False,False,False
0.0,47,200,1.3669167,1.3669167,1.3940341,1.3940341,True,False,False,False,False
0.01,47,10,2.9695354,2.2831347,1.346668,1.5924815,True,True,True,False,False
0.01,47,20,2.1663618,1.7777042,1.597655,1.7041827,True,True,False,False,False
0.01,47,30,1.973289,1.6782393,1.4447047,1.5130967,True,True,False,False,False
0.01,47,50,1.7182853,1.5002316,1.4121554,1.4425648,True,False,False,False,False
0.01,47,100,1.5942043,1.4785148,1.5123858,1.5303338,True,False,False,False,False
0.01,47,200,1.4188955,1.3444651,1.5088422,1.5155305,True,False,False,False,False
0.02,47,10,6.0869536,2.4496803,1.6298553,1.5285192,True,True,True,False,False
0.02,47,20,4.4178314,2.0819955,1.4692409,1.4252213,True,True,True,False,False
0.02,47,30,3.7641578,1.9207488,1.5814118,1.5481565,True,True,False,False,False
0.02,47,50,3.1063945,1.6430151,1.2749938,1.252035,True,True,False,False,False
0.02,47,100,2.4676235,1.4387901,1.3346593,1.322806,True,True,False,False,False
0.02,47,200,2.0572438,1.4508709,1.528528,1.5167043,True,True,False,False,False
0.0,48,10,2.2402527,2.2402527,2.216392,2.216392,True,True,True,True,True
0.0,48,20,2.0146275,2.0146275,1.888307,1.888307,True,True,True,False,False
0.0,48,30,1.9480263,1.9480263,1.6252129,1.6252129,True,False,False,False,False
0.0,48,50,1.8882483,1.8882483,1.6848196,1.6848196,True,False,False,False,False
0.0,48,100,1.6212842,1.6212842,1.6974956,1.6974956,True,False,False,False,False
0.0,48,200,1.665882,1.665882,1.6478639,1.6478639,True,False,False,False,False
0.01,48,10,1.1957588,1.698462,1.4232662,1.0777103,True,False,False,False,False
0.01,48,20,1.4083507,1.5956484,1.1816176,1.0649624,True,False,False,False,False
0.01,48,30,1.2350997,1.3928993,1.4359566,1.3752205,True,False,False,False,False
0.01,48,50,1.315747,1.3830842,1.3515987,1.323312,True,False,False,False,False
0.01,48,100,1.4390453,1.4853934,1.3061795,1.2713735,True,False,False,False,False
0.01,48,200,1.4530048,1.4827203,1.36937,1.3508172,True,False,False,False,False
0.02,48,10,5.7979555,6.106959,2.0008788,2.5514276,True,True,True,True,True
0.02,48,20,4.2889614,4.376475,1.8133677,2.1367302,True,True,True,False,True
0.02,48,30,3.7956982,3.7484493,1.6705008,1.9223223,True,True,True,False,False
0.02,48,50,2.9696133,3.0108585,1.4937363,1.6631621,True,True,True,False,False
0.02,48,100,2.39139,2.4026234,1.4222028,1.508448,True,True,True,False,False
0.02,48,200,1.9676434,1.9434967,1.3520353,1.3994544,True,True,False,False,False
0.0,49,10,2.6385546,2.6385546,2.2404988,2.2404988,True,True,True,True,True
0.0,49,20,1.845116,1.845116,1.8865737,1.8865737,True,False,False,False,False
0.0,49,30,1.7790052,1.7790052,1.5974914,1.5974914,True,False,False,False,False
0.0,49,50,1.6806957,1.6806957,1.6414872,1.6414872,True,False,False,False,False
0.0,49,100,1.5959047,1.5959047,1.557765,1.557765,True,False,False,False,False
0.0,49,200,1.5661232,1.5661232,1.5306876,1.5306876,True,False,False,False,False
0.01,49,10,1.8923585,2.1245606,2.9876926,3.7984662,True,False,True,True,True
0.01,49,20,1.6281967,1.7180978,2.3372698,2.8230476,True,False,False,True,True
0.01,49,30,1.6157033,1.7128431,1.9745845,2.353955,True,False,False,True,True
0.01,49,50,1.5054448,1.5522995,1.8101059,2.0479255,True,False,False,False,True
0.01,49,100,1.5072747,1.5133767,1.6651202,1.7847158,True,False,False,False,False
0.01,49,200,1.4767627,1.4791074,1.4954624,1.5615132,True,False,False,False,False
0.02,49,10,5.000001,2.0271046,2.2390025,2.2850003,True,True,True,True,True
0.02,49,20,3.6303368,1.7452115,1.8327923,1.8276103,True,True,False,False,False
0.02,49,30,3.0270538,1.637148,1.7070305,1.7126596,True,True,False,False,False
0.02,49,50,2.462375,1.529908,1.774253,1.7904799,True,True,False,False,False
0.02,49,100,2.0029309,1.4397298,1.547195,1.5510724,True,True,False,False,False
0.02,49,200,1.6705391,1.339776,1.5034896,1.5049204,True,False,False,False,False
0.0,50,10,3.7923937,3.7923937,2.3578,2.3578,True,True,True,True,True
0.0,50,20,2.843476,2.843476,1.8724182,1.8724182,True,True,True,False,False
0.0,50,30,2.3606899,2.3606899,1.7563784,1.7563784,True,True,True,False,False
0.0,50,50,1.988977,1.988977,1.7249851,1.7249851,True,True,True,False,False
0.0,50,100,1.7031331,1.7031331,1.6579216,1.6579216,True,False,False,False,False
0.0,50,200,1.5126847,1.5126847,1.5024564,1.5024564,True,False,False,False,False
0.01,50,10,2.5466156,2.824321,1.6358641,2.0236833,True,True,True,False,True
0.01,50,20,2.1381273,2.272182,1.7238281,1.9252541,True,True,True,False,False
0.01,50,30,2.0697818,2.1404943,1.4781854,1.6262769,True,True,True,False,False
0.01,50,50,1.9150635,1.9442847,1.4098138,1.508951,True,False,False,False,False
0.01,50,100,1.7936399,1.7950236,1.4910402,1.5327884,True,False,False,False,False
0.01,50,200,1.6715631,1.6816353,1.456553,1.4857717,True,False,False,False,False
0.02,50,10,6.464431,4.119514,1.7741668,2.7282832,True,True,True,False,True
0.02,50,20,4.6861773,3.2170632,2.0168822,2.3044646,True,True,True,True,True
0.02,50,30,3.9621508,2.7468712,2.2316072,2.4314756,True,True,True,True,True
0.02,50,50,3.1767662,2.317635,1.6734055,1.822178,True,True,True,False,False
0.02,50,100,2.508561,1.8969644,1.6352743,1.7011292,True,True,False,False,False
0.02,50,200,2.1071072,1.6953835,1.5307571,1.5638281,True,True,False,False,False
0.0,51,10,2.4219463,2.4219463,2.5964153,2.5964153,True,True,True,True,True
0.0,51,20,1.9652954,1.9652954,1.9743168,1.9743168,True,True,True,True,True
0.0,51,30,1.8096994,1.8096994,1.8204192,1.8204192,True,False,False,False,False
0.0,51,50,1.6983972,1.6983972,1.7124041,1.7124041,True,False,False,False,False
0.0,51,100,1.6894917,1.6894917,1.5785768,1.5785768,True,False,False,False,False
0.0,51,200,1.5930187,1.5930187,1.5093946,1.5093946,True,False,False,False,False
0.01,51,10,5.3140984,5.7774596,2.7544343,3.450857,True,True,True,True,True
0.01,51,20,3.694605,4.022937,2.1939816,2.65611,True,True,True,True,True
0.01,51,30,3.3147104,3.5347152,1.8663325,2.1993418,True,True,True,False,True
0.01,51,50,2.712532,2.899337,1.6220369,1.8817344,True,True,True,False,False
0.01,51,100,2.1394072,2.2580667,1.6010106,1.7257279,True,True,True,False,False
0.01,51,200,1.8233944,1.894789,1.4501243,1.5301192,True,False,False,False,False
0.02,51,10,8.820605,2.3356912,1.2815449,1.177627,True,True,True,False,False
0.02,51,20,6.182589,1.8907154,1.716741,1.6850921,True,True,False,False,False
0.02,51,30,5.0719724,1.6693653,1.411637,1.3940716,True,True,False,False,False
0.02,51,50,3.9674127,1.4270914,1.3766009,1.3620282,True,True,False,False,False
0.02,51,100,2.9756327,1.3742253,1.339651,1.3350459,True,True,False,False,False
0.02,51,200,2.3634822,1.3766937,1.4131547,1.4043612,True,True,False,False,False
0.0,52,10,1.0051323,1.0051323,3.9815814,3.9815814,True,False,False,True,True
0.0,52,20,1.7333729,1.7333729,2.9794106,2.9794106,True,False,False,True,True
0.0,52,30,1.63352,1.63352,2.6381266,2.6381266,True,False,False,True,True
0.0,52,50,1.4163718,1.4163718,2.3378212,2.3378212,True,False,False,True,True
0.0,52,100,1.3233318,1.3233318,1.8896445,1.8896445,True,False,False,False,False
0.0,52,200,1.3250089,1.3250089,1.7686715,1.7686715,True,False,False,False,False
0.01,52,10,1.6854916,1.85911,1.7463886,1.5860442,True,False,False,False,False
0.01,52,20,1.5135671,1.6867363,1.6838883,1.6310034,True,False,False,False,False
0.01,52,30,1.4392034,1.4903634,1.573659,1.5349724,True,False,False,False,False
0.01,52,50,1.5240859,1.4310648,1.6540061,1.6341137,True,False,False,False,False
0.01,52,100,1.5344319,1.4520158,1.5613114,1.5440922,True,False,False,False,False
0.01,52,200,1.4446831,1.4090985,1.5289282,1.5189537,True,False,False,False,False
0.02,52,10,8.672753,2.5485282,1.3500477,1.7182143,True,True,True,False,False
0.02,52,20,6.1625376,2.1694613,1.4094639,1.5944084,True,True,True,False,False
0.02,52,30,5.191418,1.8988495,1.282396,1.4148546,True,True,False,False,False
0.02,52,50,4.1122203,1.8185786,1.4745792,1.545603,True,True,False,False,False
0.02,52,100,3.0052803,1.4165349,1.4818897,1.5142014,True,True,False,False,False
0.02,52,200,2.4020875,1.4228023,1.4150231,1.4281042,True,True,False,False,False
